"serializedID","itemID","description","serial","colorName","sizeName","customerID","saleLineID","timeStamp"
"1880","0","Enguie","","Black/red","","1397","0","2023-12-23T16:20:46+00:00"
"1881","0","Small wheel","","","","1398","0","2023-12-23T17:03:16+00:00"
"1882","0","specialized mtb","","bluish","","1399","0","2023-12-26T15:40:33+00:00"
"1883","0","Lectric folding","","","","1400","0","2023-12-26T15:42:59+00:00"
"1884","0","oraimo","","White","","1401","0","2023-12-26T16:56:07+00:00"
"1885","0","Wheel","","","","36","0","2023-12-26T17:22:32+00:00"
"1886","0","Wheel","","","","685","0","2023-12-26T18:14:35+00:00"
"1887","0","Kids Bike","","White","1/2","1018","0","2023-12-26T21:04:01+00:00"
"1888","0","Sun","","Pink","2/2","1018","0","2023-12-26T21:03:39+00:00"
"1889","0","lectric x 2","","black/white","ARRIVED - DUE 10TH","1402","0","2024-01-03T12:29:17+00:00"
"1890","0","New wheel","","","","1403","0","2023-12-27T16:03:05+00:00"
"1891","0","K2","","Black","","1404","0","2023-12-27T18:33:42+00:00"
"1892","0","Snap cycle","","red","","1405","0","2023-12-27T19:10:00+00:00"
"1893","0","All Terrain","","Green","","1406","0","2023-12-27T20:34:01+00:00"
"1894","0","Hampton Cruisier","","","","1407","0","2023-12-28T16:12:28+00:00"
"1895","0","Child Seat","","","","1408","0","2023-12-28T16:57:27+00:00"
"1896","0","Bayside","","Pink","","1409","0","2023-12-28T17:24:03+00:00"
"1897","0","Hiboy","","Black","HYDRAULIC BRAKES","1410","0","2024-01-05T13:34:10+00:00"
"1898","0","Trek","","Black","","925","0","2023-12-28T17:40:28+00:00"
"1899","0","Schwinn","","Green","","1411","0","2023-12-28T18:52:21+00:00"
"1900","0","Scwhinn","","green","","1412","0","2023-12-28T20:19:34+00:00"
"1901","0","K30","","Black","","1413","0","2023-12-28T20:59:19+00:00"
"1902","0","Schwinn","","Green","","1411","0","2023-12-28T23:38:06+00:00"
"1903","0","Seachange","","Blue","","1414","0","2023-12-29T15:10:35+00:00"
"1904","0","Wheel","","","","1416","0","2023-12-29T17:28:49+00:00"
"1905","0","Schwinn","","Black","","1417","0","2023-12-29T17:42:50+00:00"
"1906","0","Ride up bike","","","","1418","0","2023-12-29T20:24:33+00:00"
"1907","0","Euphree","","Black","","1422","0","2023-12-30T15:36:15+00:00"
"1908","0","Ride up","","Grey","","1424","0","2023-12-30T16:43:39+00:00"
"1909","0","Benno","","","","1425","0","2023-12-30T17:04:52+00:00"
"1910","0","Benno","","Yellow","","1425","0","2023-12-30T17:05:37+00:00"
"1911","0","Sun","","Blue","","1426","0","2023-12-30T17:18:44+00:00"
"1912","0","Wheel","","","","1427","0","2023-12-30T17:27:18+00:00"
"1913","0","Lectric","","White","","1428","0","2023-12-30T17:29:16+00:00"
"1914","0","Lectric","","Black","","1429","0","2023-12-30T17:30:55+00:00"
"1915","0","Huffy","","Black","","1423","0","2023-12-30T17:49:40+00:00"
"1916","0","Bandit","","White","HYDRAULIC SET - amazon","1430","0","2024-01-05T14:16:56+00:00"
"1917","0","Euphree","","Black","","1431","0","2023-12-30T18:23:01+00:00"
"1918","0","Wheel","","","","1433","0","2023-12-30T19:14:09+00:00"
"1919","0","","","red","","1434","0","2024-01-02T15:02:37+00:00"
"1920","0","specialized","","blue","","1435","0","2024-01-02T15:25:56+00:00"
"1921","0","sailnovo","","","","1436","0","2024-01-02T15:29:24+00:00"
"1922","0","sailnovo","","black","","1436","0","2024-01-02T15:29:26+00:00"
"1923","0","wheel ","","","","358","0","2024-01-02T15:32:30+00:00"
"1924","0","Trek","","purple","","1437","0","2024-01-02T15:39:01+00:00"
"1925","0","Trek hybrid","","black","1/2","1438","0","2024-01-03T16:43:44+00:00"
"1926","0","brillint","","blue","","127","0","2024-01-02T15:45:00+00:00"
"1927","0","trek hybrid ","","purple","","1438","0","2024-01-02T15:47:04+00:00"
"1928","0","Trek","","grey","","1439","0","2024-01-02T16:15:51+00:00"
"1929","0","Wheel","","","","1440","0","2024-01-02T16:30:19+00:00"
"1930","0","pedago interceptro","","blue","","1155","0","2024-01-02T17:51:04+00:00"
"1931","0","cannondale","","purple","","1443","0","2024-01-02T18:33:35+00:00"
"1932","0","trek custom ebike","","black","","925","0","2024-01-02T18:46:27+00:00"
"1933","0","wheel","","","","1444","0","2024-01-02T18:49:28+00:00"
"1934","0","Emojo battery & charger","","","","1019","0","2024-01-02T18:53:15+00:00"
"1935","0","street strider","","blue","","1445","0","2024-01-02T18:56:36+00:00"
"1936","0","Marin hybrid","","silver","11-28T CASSETTE - amazon","1447","0","2024-01-04T12:15:20+00:00"
"1937","0","Big Sur, Euphree","","Black, Blue","","1448","0","2024-01-03T12:19:33+00:00"
"1938","0","trek","","silver","","1450","0","2024-01-02T20:34:30+00:00"
"1939","0","juiced ebike","","black","","515","0","2024-01-02T20:52:29+00:00"
"1940","0","Euphree","","black, white","","1451","0","2024-01-02T21:01:48+00:00"
"1941","0","Lectric","","Black","","1213","0","2024-01-02T21:39:02+00:00"
"1942","0","Big Sur x 2","","","","1441","0","2024-01-02T21:42:00+00:00"
"1943","0","Aima Big Sur","","Black, White","","1441","0","2024-01-02T21:50:01+00:00"
"1944","0","BikeFun Ebike","","black","","1032","0","2024-01-02T22:35:20+00:00"
"1945","0","Ebike?","","","","1452","0","2024-01-03T12:43:42+00:00"
"1946","0","Ebike??","","","","1453","0","2024-01-03T12:47:58+00:00"
"1947","0","Heybike Ranger","","","","1455","0","2024-01-03T13:23:05+00:00"
"1948","0","Heybike Ranger","","black","REAR TAILLIGHT - amazon","1455","0","2024-01-06T17:23:08+00:00"
"1949","0","Lectric Lite","","Blue","LCD DISPLAY","1456","0","2024-01-05T13:12:16+00:00"
"1950","0","EUPHREE REAR BASKET","","","","1448","0","2024-01-03T14:19:53+00:00"
"1951","0","Ebike??","","","","1454","0","2024-01-03T14:46:58+00:00"
"1952","0","Too Fab kids","","white","","1457","0","2024-01-03T15:09:12+00:00"
"1953","0","Norco","","Red","","1458","0","2024-01-03T15:27:43+00:00"
"1954","0","Janis","","Blue","","1443","0","2024-01-03T16:02:27+00:00"
"1955","0","classic","","white","","1459","0","2024-01-03T16:35:49+00:00"
"1956","0","raleigh","","blue","1/2","1460","0","2024-01-03T17:33:39+00:00"
"1957","0","Trek 7300fx","","silver","","1460","0","2024-01-03T17:35:09+00:00"
"1958","0","Ancheer","","Black","","1461","0","2024-01-03T17:42:21+00:00"
"1959","0","black ebike battery (Rattan)","","","","1462","0","2024-01-03T17:58:45+00:00"
"1960","0","Rad Rover step-thru","","","","1463","0","2024-01-03T18:06:23+00:00"
"1961","0","sohamo ebik","","grey","","1464","0","2024-01-03T18:12:39+00:00"
"1962","0","vivi","","black","","1465","0","2024-01-03T18:28:15+00:00"
"1963","0","EUPHREE CITY ROBIN X (not x+(","","BLUE","","1312","0","2024-01-04T12:07:27+00:00"
"1964","0","BUenos Aires","","White/red","","1466","0","2024-01-03T18:54:35+00:00"
"1965","0","specialized","","silver","","1467","0","2024-01-03T18:57:33+00:00"
"1966","0","Dyno","","black","","1468","0","2024-01-03T19:09:55+00:00"
"1967","0","Sku","","blue","27.2 SEAT POST -JBI","1469","0","2024-01-03T19:34:41+00:00"
"1968","0","Snapycycle Stinger","","","","1470","0","2024-01-03T20:21:31+00:00"
"1969","0","Rental send PEEK link","","","","1471","0","2024-01-03T20:48:51+00:00"
"1970","0","Emojo Bull","","","","1472","0","2024-01-03T21:33:37+00:00"
"1971","0","Battery","","","","633","0","2024-01-12T11:38:00+00:00"
"1972","0","Rad power","","","","1473","0","2024-01-04T13:38:20+00:00"
"1973","0","Snapcycle","","black","","621","0","2024-01-04T16:08:24+00:00"
"1974","0","Gt","","Black","","1474","0","2024-01-04T18:02:54+00:00"
"1975","0","Rad Power","","Green","1/2","1475","0","2024-01-05T17:30:21+00:00"
"1976","0","Rad Power","","Black","2/2","1475","0","2024-01-05T17:30:32+00:00"
"1977","0","Rattan","","Grey","","1476","0","2024-01-04T18:37:37+00:00"
"1978","0","Emojo Bobcat","","","","1477","0","2024-01-04T19:27:42+00:00"
"1979","0","Sun Retro CB cruisers x2","","teal and black","","1478","0","2024-01-04T20:01:08+00:00"
"1980","0","Rad Ebike 26""","","Black","","1473","0","2024-01-04T20:45:33+00:00"
"1981","0","aima big sur","","","","1285","0","2024-01-05T15:19:40+00:00"
"1982","0","Espin","","silver/white","SPOKE","459","0","2024-01-05T15:34:22+00:00"
"1983","0","Huffy","","White","","1479","0","2024-01-05T15:59:10+00:00"
"1984","0","electra townie","","blue","","1480","0","2024-01-05T16:01:48+00:00"
"1985","0","Rad ","","Black","","1473","0","2024-01-05T16:17:58+00:00"
"1986","0","Hiboy S2 Max","","DASHBOARD CIRCUIT BOARD","","1481","0","2024-01-25T15:52:50+00:00"
"1987","0","Jasion","","","","1065","0","2024-01-05T17:53:13+00:00"
"1988","0","Jasion","","Black","","1065","0","2024-01-12T11:37:28+00:00"
"1989","0","specialized","","silver","","1483","0","2024-01-05T19:08:00+00:00"
"1990","0","Blix Sol ","","blue","FENDERS","1336","0","2024-01-06T17:24:07+00:00"
"1991","0","Gopina","","black","","1485","0","2024-01-05T21:23:33+00:00"
"1992","0","BIG E-SCOOTER","","BLACK/RED","","505","0","2024-01-05T23:09:50+00:00"
"1993","0","Suebe","","Blue","","1486","0","2024-01-06T15:05:30+00:00"
"1994","0","Blix Sol ","","Sorbet","FENDERS, REAR RACK","1312","0","2024-01-06T15:07:35+00:00"
"1995","0","Rampar","","blue","","992","0","2024-01-06T15:09:58+00:00"
"1996","0","sun key west","","blue","","771","0","2024-01-06T15:13:27+00:00"
"1997","0","trek","","black","TREK BRAKE PADS - amazon","1487","0","2024-01-06T17:24:43+00:00"
"1998","0","sondors","","black","FAT FRONT WHEEL 26 - ebay","428","0","2024-01-06T19:38:02+00:00"
"1999","0","specialized","","dk brown","","1488","0","2024-01-06T16:37:02+00:00"
"2000","0","schwinn","","blue","","1489","0","2024-01-06T18:05:00+00:00"
"2001","0","ienyrid scooter","","black","TUBE - amazon","1490","0","2024-01-06T19:34:14+00:00"
"2002","0","Earth Cruisier","","Pink","","1443","0","2024-01-06T18:54:50+00:00"
"2003","0","Pedego Ebike","","Black","","1376","0","2024-01-08T16:17:56+00:00"
"2004","0","Freesky","","Green","","1440","0","2024-01-08T17:33:30+00:00"
"2005","0","Trike","","aqua","","1491","0","2024-01-08T18:32:34+00:00"
"2006","0","Yocle","","black","","1492","0","2024-01-08T18:43:46+00:00"
"2007","0","Green bikes trike","","blue","","504","0","2024-01-08T19:09:27+00:00"
"2008","0","Eupree","","white","","1493","0","2024-01-08T19:13:33+00:00"
"2009","0","Calypso","","green","","1494","0","2024-01-08T19:21:11+00:00"
"2010","0","wheel only","","","","1495","0","2024-01-08T19:56:34+00:00"
"2011","0","Wing Ebike","","silver","","1496","0","2024-01-08T20:12:18+00:00"
"2012","0","Shwinn","","purple","","1497","0","2024-01-08T20:13:41+00:00"
"2013","0","GT","","black/blue","","1498","0","2024-01-08T20:56:24+00:00"
"2014","0","true wheel","","","","1500","0","2024-01-09T15:40:24+00:00"
"2015","0","ride1up","","black","","431","0","2024-01-09T15:44:46+00:00"
"2016","0","Battery","","black","","1501","0","2024-01-09T16:58:01+00:00"
"2017","0","specialized ","","maroon","","1502","0","2024-01-09T17:07:15+00:00"
"2018","0","Euphree rear basket","","","","1503","0","2024-01-09T17:47:33+00:00"
"2019","0","2x Drifters - Steel","","Blue, Teal","","1503","0","2024-01-09T19:22:24+00:00"
"2020","0","Scott hybrid","","Blue","","952","0","2024-01-09T19:18:04+00:00"
"2021","0","EUPHREE REAR BASKET","","","","1493","0","2024-01-09T19:26:17+00:00"
"2022","0","Wheel 4 spokes replace","","","","185","0","2024-01-09T19:43:16+00:00"
"2023","0","Diamondback","","black","","276","0","2024-01-09T20:27:05+00:00"
"2024","0","ridstar","","black","","1505","0","2024-01-10T15:13:17+00:00"
"2025","0","gopina","","white","","1506","0","2024-01-10T15:17:03+00:00"
"2026","0","Canondale","","Orange","","1090","0","2024-01-10T15:25:47+00:00"
"2027","0","himiway","","white","","515","0","2024-01-10T15:35:29+00:00"
"2028","0","Pedago","","green","","1376","0","2024-01-10T15:48:09+00:00"
"2029","0","wheel only","","","","1507","0","2024-01-10T15:52:34+00:00"
"2030","0","Giant","","grey","","1508","0","2024-01-10T16:25:32+00:00"
"2031","0","Addmotor Foldtan","","","","1509","0","2024-01-10T17:32:04+00:00"
"2032","0","R","","red ","","1499","0","2024-01-10T17:54:53+00:00"
"2033","0","cannondale h300","","green","","1510","0","2024-01-10T18:07:53+00:00"
"2034","0","Priority","","Blue","","1511","0","2024-01-10T18:07:36+00:00"
"2035","0","SUNTOUR SEATPOST - euphree","","","","615","0","2024-01-10T22:00:09+00:00"
"2036","0","Euphree City Robin X+","","","","1512","0","2024-01-10T18:40:33+00:00"
"2037","0","Euphree City Robin X+","","","","1512","0","2024-01-10T18:40:33+00:00"
"2038","0","Emojo bull","","baby blue?","","1513","0","2024-01-10T19:58:04+00:00"
"2039","0","Hollywood Fat Rack (non ramp)","","","","1471","0","2024-01-10T20:11:05+00:00"
"2040","0","Euphree","","white","","1514","0","2024-01-11T19:41:57+00:00"
"2041","0","emojo bull","","","","1515","0","2024-01-10T20:50:01+00:00"
"2042","0","48v Ebike Battery","","","","1356","0","2024-01-10T21:01:08+00:00"
"2043","0","carpart","","black","","1517","0","2024-01-11T15:07:22+00:00"
"2044","0","blix x2","","gray, blue","","1518","0","2024-01-11T15:48:22+00:00"
"2045","0","Euphree ","","","","1471","0","2024-01-11T15:53:59+00:00"
"2046","0","huffy","","black","","1519","0","2024-01-11T16:09:13+00:00"
"2047","0","specialized","","purple","","1521","0","2024-01-11T18:20:13+00:00"
"2048","0","tuesday","","green","","1522","0","2024-01-11T18:39:45+00:00"
"2049","0","euphree","","white","","1451","0","2024-01-11T18:59:19+00:00"
"2050","0","schwinn","","white","","1523","0","2024-01-11T19:32:56+00:00"
"2051","0","blix","","blue","","1524","0","2024-01-11T19:23:36+00:00"
"2052","0","ebike","","black","","1525","0","2024-01-11T19:51:44+00:00"
"2053","0","Nishiki","","blue","","1526","0","2024-01-11T19:54:10+00:00"
"2054","0","scooter gotrax","","black white","","1527","0","2024-01-11T20:31:30+00:00"
"2055","0","scooter gotrax","","black white","","1527","0","2024-01-11T20:33:11+00:00"
"2056","0","specialized","","green","","1528","0","2024-01-11T20:57:00+00:00"
"2057","0","vivi","","black","","1529","0","2024-01-11T21:20:52+00:00"
"2058","0","Fuji","","Purple","","1530","0","2024-01-11T22:42:00+00:00"
"2059","0","rad power bikes","","black","","1531","0","2024-01-12T14:40:56+00:00"
"2060","0","Fucare","","Grey","","1532","0","2024-01-12T15:09:30+00:00"
"2061","0","retrospec","","green","","1520","0","2024-01-12T15:15:34+00:00"
"2062","0","trek","","","","1533","0","2024-01-12T15:16:47+00:00"
"2063","0","trek","","black","","1533","0","2024-01-12T15:16:51+00:00"
"2064","0","Blix","","pink","","1524","0","2024-01-12T15:17:50+00:00"
"2065","0","Super 73","","brown","","1016","0","2024-01-12T15:29:53+00:00"
"2066","0","elevate ebike","","","","1289","0","2024-01-12T15:39:40+00:00"
"2067","0","pedago","","silver","","102","0","2024-01-12T15:50:16+00:00"
"2068","0","Trek","","Grey","","1534","0","2024-01-12T17:02:37+00:00"
"2069","0","Pedego","","Silver","","102","0","2024-01-12T17:16:20+00:00"
"2070","0","Child's bike wheel","","","","1535","0","2024-01-12T17:41:32+00:00"
"2071","0","Child's bike wheel","","","","1535","0","2024-01-12T17:41:32+00:00"
"2072","0","Sun fatty custom trike","","","","1536","0","2024-01-12T18:14:46+00:00"
"2073","0","Rad power","","black","","612","0","2024-01-12T18:46:09+00:00"
"2074","0","Sur-Ron","","THROTTLE","-amazon","613","0","2024-03-01T19:40:30+00:00"
"2075","0","Emojo Bull x2","","blue and red","","1538","0","2024-01-15T21:56:42+00:00"
"2076","0","Townie","","ivory","","1511","0","2024-01-12T21:02:08+00:00"
"2077","0","VSF 20","","Red","","1539","0","2024-01-12T21:07:44+00:00"
"2078","0","Trek","","white","","1537","0","2024-01-12T22:24:59+00:00"
"2079","0","Schwinn","","Black","","1537","0","2024-01-12T22:23:54+00:00"
"2080","0","Rockrider","","black","STEM EXTENDER","1540","0","2024-01-15T21:57:29+00:00"
"2081","0","Philodo","","Black","","1541","0","2024-01-13T16:53:36+00:00"
"2082","0","emojo","","blue","","1477","0","2024-01-13T16:52:54+00:00"
"2083","0","tire","","","","1542","0","2024-01-13T16:55:30+00:00"
"2084","0","velotric","","mango","","1543","0","2024-01-13T16:58:18+00:00"
"2085","0","rad","","black","","1544","0","2024-01-13T17:19:59+00:00"
"2086","0","Topeak rack, basket, plate","","","","1520","0","2024-01-22T11:11:08+00:00"
"2087","0","scooter hover 1","","white","","1545","0","2024-01-13T17:52:55+00:00"
"2088","0","scooter gotrax","","black","","1527","0","2024-01-13T17:56:07+00:00"
"2089","0","Elevate Ebike","","LIGHTS","","1289","0","2024-01-13T18:18:46+00:00"
"2090","0","Cliensy","","Black","1/2","1547","0","2024-01-13T18:30:33+00:00"
"2091","0","jupiter bike","","black","","1546","0","2024-01-13T18:28:16+00:00"
"2092","0","Next","","Red","2/2","1547","0","2024-01-13T18:36:51+00:00"
"2093","0","super73 ebike","","blue","","1445","0","2024-01-17T11:51:07+00:00"
"2094","0","north bay step over","","black","","1548","0","2024-01-13T19:08:41+00:00"
"2095","0","Huffy","","Dark blue","","276","0","2024-01-13T19:30:39+00:00"
"2096","0","emojo bull","","","","1549","0","2024-01-15T15:57:20+00:00"
"2097","0","Mongoose","","Green","2/2","1550","0","2024-01-22T13:06:49+00:00"
"2098","0","Mongoose","","Green","1/2","1550","0","2024-01-22T13:06:47+00:00"
"2099","0","Luckeep","","Grey","","1551","0","2024-01-15T17:32:48+00:00"
"2100","0","wheel","","","","1552","0","2024-01-15T17:39:18+00:00"
"2101","0","specialized","","blue","","1553","0","2024-01-19T18:44:05+00:00"
"2102","0","BMC","","brown","","1553","0","2024-01-19T20:34:54+00:00"
"2103","0","Fuji","","blue","","1554","0","2024-01-15T20:09:44+00:00"
"2104","0","Emojo","","","","1555","0","2024-01-15T20:40:44+00:00"
"2105","0","TopGuard","","black","","1556","0","2024-01-15T22:09:20+00:00"
"2106","0","48v 3-pin charger","","","","1539","0","2024-01-16T16:48:12+00:00"
"2107","0","GOTrax","","black","SOLID TIRE","1527","0","2024-01-16T22:14:03+00:00"
"2108","0","GOTrax","","Black","SOLID TIRE","1527","0","2024-01-16T22:14:19+00:00"
"2109","0","4-pin connector","","","","994","0","2024-01-16T12:35:06+00:00"
"2110","0","charleston ","","pink","","1557","0","2024-01-16T15:13:01+00:00"
"2111","0","Emojo Bull","","blue","","1549","0","2024-01-16T15:41:20+00:00"
"2112","0","rad rover","","","","1558","0","2024-01-16T15:55:50+00:00"
"2113","0","pedago","","red","","101","0","2024-01-16T17:39:19+00:00"
"2114","0","schwinn largo","","purp","","1559","0","2024-01-16T17:50:17+00:00"
"2115","0","Priority","","sea green","","1560","0","2024-01-16T18:02:10+00:00"
"2116","0","Wheelspeed","","white","","1561","0","2024-01-16T18:06:22+00:00"
"2117","0","Vivi","","black","","1465","0","2024-01-16T18:09:31+00:00"
"2118","0","gen 3","","gray","","1562","0","2024-01-16T18:16:55+00:00"
"2119","0","fuji barnaby","","blue","","1563","0","2024-01-16T19:51:06+00:00"
"2120","0","addmotor foldtan","","","","378","0","2024-01-17T22:47:12+00:00"
"2121","0","Big Sur","","LOCK PLATE ","","1285","0","2024-01-24T17:38:56+00:00"
"2122","0","Harley scooter","","black/red","","1446","0","2024-01-17T15:14:21+00:00"
"2123","0","Pedego","","blue","","1155","0","2024-01-17T15:28:55+00:00"
"2124","0","addmotor foldtan","","","","1564","0","2024-01-17T16:20:25+00:00"
"2125","0","Euphree","","blue","","1565","0","2024-01-17T17:13:30+00:00"
"2126","0","gotrax","","black","","1566","0","2024-01-17T18:54:13+00:00"
"2127","0","Emojo Bull","","blue","","1513","0","2024-01-17T19:43:24+00:00"
"2128","0","green ebike","","black","","1567","0","2024-01-17T19:53:58+00:00"
"2129","0","Boss","","silver","","1568","0","2024-01-17T20:14:35+00:00"
"2130","0","charleston","","pink","","1557","0","2024-01-17T21:01:09+00:00"
"2131","0","Jetson","","black","","960","0","2024-01-17T21:52:26+00:00"
"2132","0","Trek","","black","","1569","0","2024-01-18T16:55:52+00:00"
"2133","0","Green bikes","","black","","1570","0","2024-01-18T17:27:12+00:00"
"2134","0","Northrock","","white","","1571","0","2024-01-18T17:43:36+00:00"
"2135","0","","","","","1573","0","2024-01-18T18:47:28+00:00"
"2136","0","Cannondale","","greenish","","1574","0","2024-01-18T18:49:27+00:00"
"2137","0","Euphree","","blue","","437","0","2024-01-18T19:00:05+00:00"
"2138","0","red and black E's","","red","","1572","0","2024-01-18T20:08:53+00:00"
"2139","0","Retrospec","","white","","1575","0","2024-01-18T19:57:57+00:00"
"2140","0","Drifter ","","Blue","","1576","0","2024-01-18T20:02:01+00:00"
"2141","0","vSF20","","rED","","1539","0","2024-01-18T21:30:44+00:00"
"2142","0","Wtva","","Black","","1572","0","2024-01-18T22:26:09+00:00"
"2143","0","Nel Lusso","","Yellow","","1577","0","2024-01-19T15:14:45+00:00"
"2144","0","Euphree ","","white","","1578","0","2024-01-19T15:18:38+00:00"
"2145","0","schwinn","","pink","","1559","0","2024-01-19T15:56:18+00:00"
"2146","0","addmotor","","green","","1579","0","2024-01-19T16:34:06+00:00"
"2147","0","schwinn","","purple","","1497","0","2024-01-19T16:40:48+00:00"
"2148","0","2 chargers","","","","603","0","2024-01-19T17:07:28+00:00"
"2149","0","Sun revolutions","","red","","1580","0","2024-01-19T17:42:52+00:00"
"2150","0","Sun Baja Custom Electric Trike","","Blue","","732","0","2024-01-19T18:58:46+00:00"
"2151","0","peloton","","black","","335","0","2024-01-19T19:06:27+00:00"
"2152","0","Hiboy EX-6","","","","1581","0","2024-01-19T20:44:21+00:00"
"2153","0","Enguie","","Black","","1582","0","2024-01-19T21:03:11+00:00"
"2154","0","Specialized","","silver","","1483","0","2024-01-19T21:04:37+00:00"
"2155","0","Enguie","","Grey","","1583","0","2024-01-19T21:20:43+00:00"
"2156","0","Cannondale","","Red","","1584","0","2024-01-19T22:43:34+00:00"
"2157","0","euphree","","","","1578","0","2024-01-20T11:59:25+00:00"
"2158","0","geleisen","","black red","","1585","0","2024-01-20T14:59:10+00:00"
"2159","0","gopina","","black","","1586","0","2024-01-20T15:03:47+00:00"
"2160","0","schwinn","","purple","","1588","0","2024-01-20T15:47:52+00:00"
"2161","0","Emojo Bull","","blue","","1538","0","2024-01-20T16:59:48+00:00"
"2162","0","NCM Milano plus","","white","","1589","0","2024-01-20T17:02:28+00:00"
"2163","0","schwinn ascension 29","","black","","1590","0","2024-01-20T17:38:06+00:00"
"2164","0","Globe","","blue","","1591","0","2024-01-20T18:04:09+00:00"
"2165","0","euphree","","blue","","1592","0","2024-01-20T18:07:28+00:00"
"2166","0","Euphree","","blue","","1592","0","2024-01-20T18:11:11+00:00"
"2167","0","seatpost shim","","27.7-31.6","SEATPOST SHIM","378","0","2024-01-24T12:46:58+00:00"
"2168","0","Tt-Ebike","","Black","","1593","0","2024-01-20T18:34:05+00:00"
"2169","0","Sun Drifter & Sun Retro 7S","","","","1594","0","2024-01-20T19:12:21+00:00"
"2170","0","Sun Drifter","","turqoise","","1594","0","2024-01-20T19:15:27+00:00"
"2171","0","sun retro 7s","","turqoise","","1594","0","2024-01-20T19:16:35+00:00"
"2172","0","Blix Sol NEW","","pink","","1312","0","2024-01-22T13:49:36+00:00"
"2173","0","M20","","black","","1595","0","2024-01-22T15:06:19+00:00"
"2174","0","Trek","","","","1597","0","2024-02-07T13:37:35+00:00"
"2175","0","Cannondale","","Green","","1598","0","2024-01-22T21:18:51+00:00"
"2176","0","","","silver","","1596","0","2024-01-22T15:28:14+00:00"
"2177","0","Serfas","","white","","1599","0","2024-01-22T16:33:39+00:00"
"2178","0","raliegh ebike","","blue","","1600","0","2024-01-22T17:35:41+00:00"
"2179","0","suede","","flat","","1601","0","2024-01-22T17:42:14+00:00"
"2180","0","Lectric","","black","7 SHIFTER POD - amazon","1602","0","2024-01-23T17:32:36+00:00"
"2181","0","scooter wheel only","","fritz's desk","","1603","0","2024-01-22T18:16:03+00:00"
"2182","0","Giant","","purple","","1604","0","2024-01-22T19:13:37+00:00"
"2183","0","Gyroor minibike","","black","","1605","0","2024-01-22T19:15:42+00:00"
"2184","0","Shwinn","","offwhite","","1606","0","2024-01-22T19:20:45+00:00"
"2185","0","Sondors","","yellow","","1607","0","2024-01-22T20:55:09+00:00"
"2186","0","lectric","","black","","1608","0","2024-01-22T21:09:55+00:00"
"2187","0","Huffy","","gold","","1609","0","2024-01-22T21:19:00+00:00"
"2188","0","Sohamo","","Black","","1610","0","2024-01-22T22:58:27+00:00"
"2189","0","sohoma","","black","","1610","0","2024-01-22T23:19:04+00:00"
"2190","0","Euphree","","Blue","CONTROLLER","505","0","2024-01-23T13:01:43+00:00"
"2191","0","lectric trike","","grey","","1309","0","2024-01-23T15:09:50+00:00"
"2192","0","Philodo ebike","","black","M5 DISPLAY - philodo.com","1611","0","2024-01-24T14:49:22+00:00"
"2193","0","bayside","","pink","","1612","0","2024-01-23T15:17:03+00:00"
"2194","0","Trek","","black","","621","0","2024-01-23T15:32:16+00:00"
"2195","0","Huffy","","black","","1519","0","2024-01-23T16:20:45+00:00"
"2196","0","northrock","","silver","","1613","0","2024-01-23T16:31:07+00:00"
"2197","0","Yitahome","","Blue","","1614","0","2024-01-23T17:49:55+00:00"
"2198","0","lectric","","black","","1608","0","2024-01-23T18:16:36+00:00"
"2199","0","priority ","","","","1615","0","2024-01-23T19:16:03+00:00"
"2200","0","drifter","","pink","","1616","0","2024-01-23T19:16:15+00:00"
"2201","0","drifter","","pink","","1616","0","2024-01-23T19:18:32+00:00"
"2202","0","Ebike","","48v 10AH battery","ebay","1617","0","2024-02-01T14:45:30+00:00"
"2203","0","prodeco","","blue","","1618","0","2024-01-23T20:12:47+00:00"
"2204","0","Rattan","","Black","","1199","0","2024-01-23T20:45:11+00:00"
"2205","0","Addmotor","","","","1555","0","2024-01-23T20:46:36+00:00"
"2206","0","Lectric","","white","","1619","0","2024-01-23T21:09:44+00:00"
"2207","0","jetson","","black","","1620","0","2024-01-24T15:03:30+00:00"
"2208","0","emojo bull","","blue","","1538","0","2024-01-24T16:30:40+00:00"
"2209","0","huffy","","black blue","","1519","0","2024-01-24T17:11:15+00:00"
"2210","0","Berkeley","","blue","HIGH-RISE BARS -jbi","1542","0","2024-02-01T15:28:54+00:00"
"2211","0","Schwinn","","Blue","","1489","0","2024-01-24T18:05:06+00:00"
"2212","0","Fat tire wheel","","black","","1621","0","2024-01-24T20:08:41+00:00"
"2213","0","huffy","","black","","1622","0","2024-01-24T20:25:27+00:00"
"2214","0","Electric trike","","","","630","0","2024-01-24T20:46:08+00:00"
"2215","0","bayside","","black","","1623","0","2024-01-24T21:12:58+00:00"
"2216","0","raleigh","","","","1624","0","2024-01-25T15:02:09+00:00"
"2217","0","Kystp","","","","1625","0","2024-01-25T15:02:29+00:00"
"2218","0","Kystp","","black","","1625","0","2024-01-25T15:02:33+00:00"
"2219","0","Cruiser","","RED","","1084","0","2024-01-25T15:07:25+00:00"
"2220","0","Townie","","Beige","","1626","0","2024-01-25T15:25:49+00:00"
"2221","0","Trek Road carbon","","white","","1626","0","2024-01-25T15:27:55+00:00"
"2222","0","Euy","","Black","","1627","0","2024-01-25T15:48:16+00:00"
"2223","0","Momentum pedal bike","","white","","1628","0","2024-01-25T17:02:41+00:00"
